timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1505899708686,11898, Find all,200,OK,Thread Group 1-20,text,true,,872582,173,20,20,933,0,371
1505899719188,1642,Create many,200,OK,Thread Group 1-7,text,true,,266,362,20,20,1642,0,0
1505899715766,5072,Find by first name,200,OK,Thread Group 1-17,text,true,,283402,194,20,20,838,0,398
1505899720549,334,Update,200,OK,Thread Group 1-12,text,true,,183,304,20,20,333,0,0
1505899687924,33315, Find all,200,OK,Thread Group 1-1,text,true,,872096,173,20,20,2115,0,312
1505899718455,2981,Find by first name,200,OK,Thread Group 1-13,text,true,,283560,194,20,20,718,0,270
1505899720830,617,Delete,200,OK,Thread Group 1-7,,true,,38,223,20,20,617,0,365
1505899720838,627,Create,200,OK,Thread Group 1-17,text,true,,185,273,20,20,625,0,377
1505899713438,8043,Find by first name,200,OK,Thread Group 1-8,text,true,,283323,194,20,20,793,0,288
1505899721448,243,Update,200,OK,Thread Group 1-7,text,true,,183,304,20,20,242,0,0
1505899721466,239,Create many,200,OK,Thread Group 1-17,text,true,,266,362,20,20,238,0,0
1505899721436,500,Create,200,OK,Thread Group 1-13,text,true,,185,273,20,20,499,0,240
1505899721706,299,Delete,200,OK,Thread Group 1-17,,true,,38,223,20,20,299,0,0
1505899713335,8683,Find by first name,200,OK,Thread Group 1-4,text,true,,283323,194,20,20,695,0,235
1505899721481,754,Create,200,OK,Thread Group 1-8,text,true,,185,273,20,20,753,0,239
1505899687930,34410, Find all,200,OK,Thread Group 1-11,text,true,,872096,173,20,20,2739,0,310
1505899721936,405,Create many,200,OK,Thread Group 1-13,text,true,,266,362,20,20,404,0,0
1505899722006,362,Update,200,OK,Thread Group 1-17,text,true,,183,304,20,20,362,0,0
1505899722235,393,Create many,200,OK,Thread Group 1-8,text,true,,266,362,20,20,392,0,0
1505899722342,392,Delete,200,OK,Thread Group 1-13,,true,,38,223,20,20,392,0,0
1505899722629,363,Delete,200,OK,Thread Group 1-8,,true,,38,223,20,20,363,0,0
1505899722735,337,Update,200,OK,Thread Group 1-13,text,true,,183,304,20,20,333,0,0
1505899722992,354,Update,200,OK,Thread Group 1-8,text,true,,183,304,20,20,353,0,0
1505899687933,35537, Find all,200,OK,Thread Group 1-15,text,true,,872096,173,20,20,2111,0,295
1505899722018,2753,Create,200,OK,Thread Group 1-4,text,true,,185,273,20,20,2753,0,356
1505899721239,3803,Find by first name,200,OK,Thread Group 1-1,text,true,,283876,194,20,20,543,0,240
1505899687920,37366, Find all,200,OK,Thread Group 1-2,text,true,,872096,173,20,20,2526,0,306
1505899724772,755,Create many,200,OK,Thread Group 1-4,text,true,,266,362,20,20,754,0,455
1505899725043,672,Create,200,OK,Thread Group 1-1,text,true,,185,273,20,20,671,0,393
1505899725528,266,Delete,200,OK,Thread Group 1-4,,true,,38,223,20,20,266,0,0
1505899687914,37944, Find all,200,OK,Thread Group 1-9,text,true,,872096,173,20,20,2218,0,327
1505899725716,304,Create many,200,OK,Thread Group 1-1,text,true,,266,362,20,20,303,0,0
1505899725795,337,Update,200,OK,Thread Group 1-4,text,true,,183,304,20,20,334,0,0
1505899726021,343,Delete,200,OK,Thread Group 1-1,,true,,38,223,20,20,343,0,0
1505899726365,2055,Update,200,OK,Thread Group 1-1,text,true,,183,304,20,20,2055,0,0
1505899722340,6263,Find by first name,200,OK,Thread Group 1-11,text,true,,284034,194,20,20,769,0,387
1505899728604,992,Create,200,OK,Thread Group 1-11,text,true,,185,273,20,20,991,0,593
1505899729597,685,Create many,200,OK,Thread Group 1-11,text,true,,266,362,20,20,683,0,0
1505899720585,9982,Find by first name,200,OK,Thread Group 1-20,text,true,,283797,194,20,20,736,0,300
1505899715099,15650, Find all,200,OK,Thread Group 1-5,text,true,,873554,173,20,20,563,0,0
1505899730283,476,Delete,200,OK,Thread Group 1-11,,true,,38,223,20,20,476,0,0
1505899730568,1155,Create,200,OK,Thread Group 1-20,text,true,,185,273,20,20,1153,0,651
1505899731724,1239,Create many,200,OK,Thread Group 1-20,text,true,,266,362,20,20,1239,0,0
1505899725291,7890,Find by first name,200,OK,Thread Group 1-2,text,true,,284113,194,20,20,636,0,277
1505899732964,1252,Delete,200,OK,Thread Group 1-20,,true,,38,223,20,20,1252,0,514
1505899733182,1534,Create,200,OK,Thread Group 1-2,text,true,,185,273,20,20,1533,0,783
1505899734217,569,Update,200,OK,Thread Group 1-20,text,true,,183,304,20,20,568,0,0
1505899720126,14925, Find all,200,OK,Thread Group 1-3,text,true,,874769,173,20,20,502,0,0
1505899730760,4311,Update,200,OK,Thread Group 1-11,text,true,,183,304,20,20,1470,0,779
1505899734717,443,Create many,200,OK,Thread Group 1-2,text,true,,266,362,20,20,442,0,0
1505899725858,9459,Find by first name,200,OK,Thread Group 1-9,text,true,,284192,194,20,20,737,0,344
1505899735161,527,Delete,200,OK,Thread Group 1-2,,true,,38,223,20,20,527,0,0
1505899735318,1033,Create,200,OK,Thread Group 1-9,text,true,,185,273,20,20,1032,0,396
1505899735690,1185,Update,200,OK,Thread Group 1-2,text,true,,183,304,20,20,1172,0,454
1505899736352,2239,Create many,200,OK,Thread Group 1-9,text,true,,266,362,20,20,2239,0,0
1505899738592,2225,Delete,200,OK,Thread Group 1-9,,true,,38,223,20,20,2225,0,367
1505899723470,17896,Find by first name,200,OK,Thread Group 1-15,text,true,,284034,194,20,20,1897,0,432
1505899714519,27053, Find all,200,OK,Thread Group 1-16,text,true,,873554,173,20,20,633,0,0
1505899740818,1001,Update,200,OK,Thread Group 1-9,text,true,,183,304,20,20,1000,0,526
1505899735050,7224,Find by first name,200,OK,Thread Group 1-3,text,true,,284429,194,20,20,740,0,335
1505899741367,948,Create,200,OK,Thread Group 1-15,text,true,,185,273,20,20,946,0,445
1505899742316,440,Create many,200,OK,Thread Group 1-15,text,true,,266,362,20,20,439,0,0
